country,year,sex,age,suicides_no, population ,country-year, gdp_for_year ($) ,gdp_per_capita ($),generation
Antigua and Barbuda,1986,male,15-24 years,0," 7,563 ",Antigua and Barbuda1986,"29,04,40,148",4740,Generation X
Antigua and Barbuda,1986,male,25-34 years,0," 6,023 ",Antigua and Barbuda1986,"29,04,40,148",4740,Boomers
Antigua and Barbuda,1986,male,35-54 years,0," 5,947 ",Antigua and Barbuda1986,"29,04,40,148",4740,Silent
Antigua and Barbuda,1986,male,5-14 years,0," 6,827 ",Antigua and Barbuda1986,"29,04,40,148",4740,Generation X
Antigua and Barbuda,1986,male,55-74 years,0," 2,771 ",Antigua and Barbuda1986,"29,04,40,148",4740,G.I. Generation
Antigua and Barbuda,1986,male,75+ years,0, 476 ,Antigua and Barbuda1986,"29,04,40,148",4740,G.I. Generation
Antigua and Barbuda,1987,female,15-24 years,0," 7,583 ",Antigua and Barbuda1987,"33,71,74,852",5595,Generation X
Antigua and Barbuda,1987,female,25-34 years,0," 6,101 ",Antigua and Barbuda1987,"33,71,74,852",5595,Boomers
Antigua and Barbuda,1987,female,35-54 years,0," 6,059 ",Antigua and Barbuda1987,"33,71,74,852",5595,Silent
Antigua and Barbuda,1987,female,5-14 years,0," 6,623 ",Antigua and Barbuda1987,"33,71,74,852",5595,Generation X
Antigua and Barbuda,1987,female,55-74 years,0," 3,738 ",Antigua and Barbuda1987,"33,71,74,852",5595,G.I. Generation
Antigua and Barbuda,1987,female,75+ years,0," 1,081 ",Antigua and Barbuda1987,"33,71,74,852",5595,G.I. Generation
Antigua and Barbuda,1987,male,15-24 years,0," 7,421 ",Antigua and Barbuda1987,"33,71,74,852",5595,Generation X
Antigua and Barbuda,1987,male,25-34 years,0," 5,893 ",Antigua and Barbuda1987,"33,71,74,852",5595,Boomers
Antigua and Barbuda,1987,male,35-54 years,0," 5,927 ",Antigua and Barbuda1987,"33,71,74,852",5595,Silent
Antigua and Barbuda,1987,male,5-14 years,0," 6,499 ",Antigua and Barbuda1987,"33,71,74,852",5595,Generation X
Antigua and Barbuda,1987,male,55-74 years,0," 2,798 ",Antigua and Barbuda1987,"33,71,74,852",5595,G.I. Generation
Antigua and Barbuda,1987,male,75+ years,0, 538 ,Antigua and Barbuda1987,"33,71,74,852",5595,G.I. Generation
Antigua and Barbuda,1988,female,15-24 years,0," 7,413 ",Antigua and Barbuda1988,"39,86,37,741",6693,Generation X
Antigua and Barbuda,1988,female,25-34 years,0," 6,041 ",Antigua and Barbuda1988,"39,86,37,741",6693,Boomers
Antigua and Barbuda,1988,female,35-54 years,0," 6,021 ",Antigua and Barbuda1988,"39,86,37,741",6693,Silent
Antigua and Barbuda,1988,female,5-14 years,0," 6,527 ",Antigua and Barbuda1988,"39,86,37,741",6693,Generation X
Antigua and Barbuda,1988,female,55-74 years,0," 3,708 ",Antigua and Barbuda1988,"39,86,37,741",6693,G.I. Generation
Antigua and Barbuda,1988,female,75+ years,0," 1,141 ",Antigua and Barbuda1988,"39,86,37,741",6693,G.I. Generation
Antigua and Barbuda,1988,male,15-24 years,0," 7,209 ",Antigua and Barbuda1988,"39,86,37,741",6693,Generation X
Antigua and Barbuda,1988,male,25-34 years,0," 5,826 ",Antigua and Barbuda1988,"39,86,37,741",6693,Boomers
Antigua and Barbuda,1988,male,35-54 years,0," 5,907 ",Antigua and Barbuda1988,"39,86,37,741",6693,Silent
Antigua and Barbuda,1988,male,5-14 years,0," 6,355 ",Antigua and Barbuda1988,"39,86,37,741",6693,Generation X
Antigua and Barbuda,1988,male,55-74 years,0," 2,813 ",Antigua and Barbuda1988,"39,86,37,741",6693,G.I. Generation
Antigua and Barbuda,1988,male,75+ years,0, 603 ,Antigua and Barbuda1988,"39,86,37,741",6693,G.I. Generation
Antigua and Barbuda,1989,female,15-24 years,0," 7,152 ",Antigua and Barbuda1989,"43,87,94,778",7407,Generation X
Antigua and Barbuda,1989,female,25-34 years,0," 6,059 ",Antigua and Barbuda1989,"43,87,94,778",7407,Boomers
Antigua and Barbuda,1989,female,35-54 years,0," 5,969 ",Antigua and Barbuda1989,"43,87,94,778",7407,Silent
Antigua and Barbuda,1989,female,5-14 years,0," 6,621 ",Antigua and Barbuda1989,"43,87,94,778",7407,Generation X
Antigua and Barbuda,1989,female,55-74 years,0," 3,696 ",Antigua and Barbuda1989,"43,87,94,778",7407,G.I. Generation
Antigua and Barbuda,1989,female,75+ years,0," 1,195 ",Antigua and Barbuda1989,"43,87,94,778",7407,G.I. Generation
Antigua and Barbuda,1989,male,15-24 years,0," 6,927 ",Antigua and Barbuda1989,"43,87,94,778",7407,Generation X
Antigua and Barbuda,1989,male,25-34 years,0," 5,835 ",Antigua and Barbuda1989,"43,87,94,778",7407,Boomers
Antigua and Barbuda,1989,male,35-54 years,0," 5,862 ",Antigua and Barbuda1989,"43,87,94,778",7407,Silent
Antigua and Barbuda,1989,male,5-14 years,0," 6,403 ",Antigua and Barbuda1989,"43,87,94,778",7407,Generation X
Antigua and Barbuda,1989,male,55-74 years,0," 2,843 ",Antigua and Barbuda1989,"43,87,94,778",7407,G.I. Generation
Antigua and Barbuda,1989,male,75+ years,0, 676 ,Antigua and Barbuda1989,"43,87,94,778",7407,G.I. Generation
Antigua and Barbuda,1990,male,35-54 years,1," 5,799 ",Antigua and Barbuda1990,"45,94,69,074",7744,Silent
Antigua and Barbuda,1990,female,15-24 years,0," 6,827 ",Antigua and Barbuda1990,"45,94,69,074",7744,Generation X
Antigua and Barbuda,1990,female,25-34 years,0," 6,172 ",Antigua and Barbuda1990,"45,94,69,074",7744,Boomers
Antigua and Barbuda,1990,female,35-54 years,0," 5,895 ",Antigua and Barbuda1990,"45,94,69,074",7744,Silent
Antigua and Barbuda,1990,female,5-14 years,0," 6,877 ",Antigua and Barbuda1990,"45,94,69,074",7744,Generation X
Antigua and Barbuda,1990,female,55-74 years,0," 3,706 ",Antigua and Barbuda1990,"45,94,69,074",7744,G.I. Generation
Antigua and Barbuda,1990,female,75+ years,0," 1,252 ",Antigua and Barbuda1990,"45,94,69,074",7744,G.I. Generation
Antigua and Barbuda,1990,male,15-24 years,0," 6,598 ",Antigua and Barbuda1990,"45,94,69,074",7744,Generation X
Antigua and Barbuda,1990,male,25-34 years,0," 5,937 ",Antigua and Barbuda1990,"45,94,69,074",7744,Boomers
Antigua and Barbuda,1990,male,5-14 years,0," 6,611 ",Antigua and Barbuda1990,"45,94,69,074",7744,Generation X
Antigua and Barbuda,1990,male,55-74 years,0," 2,902 ",Antigua and Barbuda1990,"45,94,69,074",7744,G.I. Generation
Antigua and Barbuda,1990,male,75+ years,0, 758 ,Antigua and Barbuda1990,"45,94,69,074",7744,G.I. Generation
Antigua and Barbuda,1991,female,15-24 years,0," 6,595 ",Antigua and Barbuda1991,"48,17,06,333",7976,Generation X
Antigua and Barbuda,1991,female,25-34 years,0," 6,396 ",Antigua and Barbuda1991,"48,17,06,333",7976,Boomers
Antigua and Barbuda,1991,female,35-54 years,0," 6,198 ",Antigua and Barbuda1991,"48,17,06,333",7976,Boomers
Antigua and Barbuda,1991,female,5-14 years,0," 7,089 ",Antigua and Barbuda1991,"48,17,06,333",7976,Millenials
Antigua and Barbuda,1991,female,55-74 years,0," 3,665 ",Antigua and Barbuda1991,"48,17,06,333",7976,Silent
Antigua and Barbuda,1991,female,75+ years,0," 1,293 ",Antigua and Barbuda1991,"48,17,06,333",7976,G.I. Generation
Antigua and Barbuda,1991,male,15-24 years,0," 6,401 ",Antigua and Barbuda1991,"48,17,06,333",7976,Generation X
Antigua and Barbuda,1991,male,25-34 years,0," 6,156 ",Antigua and Barbuda1991,"48,17,06,333",7976,Boomers
Antigua and Barbuda,1991,male,35-54 years,0," 6,122 ",Antigua and Barbuda1991,"48,17,06,333",7976,Boomers
Antigua and Barbuda,1991,male,5-14 years,0," 6,818 ",Antigua and Barbuda1991,"48,17,06,333",7976,Millenials
Antigua and Barbuda,1991,male,55-74 years,0," 2,857 ",Antigua and Barbuda1991,"48,17,06,333",7976,Silent
Antigua and Barbuda,1991,male,75+ years,0, 804 ,Antigua and Barbuda1991,"48,17,06,333",7976,G.I. Generation
Antigua and Barbuda,1992,female,15-24 years,0," 6,369 ",Antigua and Barbuda1992,"49,92,81,148",8087,Generation X
Antigua and Barbuda,1992,female,25-34 years,0," 6,650 ",Antigua and Barbuda1992,"49,92,81,148",8087,Boomers
Antigua and Barbuda,1992,female,35-54 years,0," 6,534 ",Antigua and Barbuda1992,"49,92,81,148",8087,Boomers
Antigua and Barbuda,1992,female,5-14 years,0," 7,311 ",Antigua and Barbuda1992,"49,92,81,148",8087,Millenials
Antigua and Barbuda,1992,female,55-74 years,0," 3,648 ",Antigua and Barbuda1992,"49,92,81,148",8087,Silent
Antigua and Barbuda,1992,female,75+ years,0," 1,339 ",Antigua and Barbuda1992,"49,92,81,148",8087,G.I. Generation
Antigua and Barbuda,1992,male,15-24 years,0," 6,221 ",Antigua and Barbuda1992,"49,92,81,148",8087,Generation X
Antigua and Barbuda,1992,male,25-34 years,0," 6,409 ",Antigua and Barbuda1992,"49,92,81,148",8087,Boomers
Antigua and Barbuda,1992,male,35-54 years,0," 6,497 ",Antigua and Barbuda1992,"49,92,81,148",8087,Boomers
Antigua and Barbuda,1992,male,5-14 years,0," 7,059 ",Antigua and Barbuda1992,"49,92,81,148",8087,Millenials
Antigua and Barbuda,1992,male,55-74 years,0," 2,851 ",Antigua and Barbuda1992,"49,92,81,148",8087,Silent
Antigua and Barbuda,1992,male,75+ years,0, 853 ,Antigua and Barbuda1992,"49,92,81,148",8087,G.I. Generation
Antigua and Barbuda,1993,male,25-34 years,1," 6,668 ",Antigua and Barbuda1993,"53,51,72,778",8453,Boomers
Antigua and Barbuda,1993,female,15-24 years,0," 6,182 ",Antigua and Barbuda1993,"53,51,72,778",8453,Generation X
Antigua and Barbuda,1993,female,25-34 years,0," 6,914 ",Antigua and Barbuda1993,"53,51,72,778",8453,Boomers
Antigua and Barbuda,1993,female,35-54 years,0," 6,917 ",Antigua and Barbuda1993,"53,51,72,778",8453,Boomers
Antigua and Barbuda,1993,female,5-14 years,0," 7,529 ",Antigua and Barbuda1993,"53,51,72,778",8453,Millenials
Antigua and Barbuda,1993,female,55-74 years,0," 3,662 ",Antigua and Barbuda1993,"53,51,72,778",8453,Silent
Antigua and Barbuda,1993,female,75+ years,0," 1,386 ",Antigua and Barbuda1993,"53,51,72,778",8453,G.I. Generation
Antigua and Barbuda,1993,male,15-24 years,0," 6,069 ",Antigua and Barbuda1993,"53,51,72,778",8453,Generation X
Antigua and Barbuda,1993,male,35-54 years,0," 6,915 ",Antigua and Barbuda1993,"53,51,72,778",8453,Boomers
Antigua and Barbuda,1993,male,5-14 years,0," 7,298 ",Antigua and Barbuda1993,"53,51,72,778",8453,Millenials
Antigua and Barbuda,1993,male,55-74 years,0," 2,879 ",Antigua and Barbuda1993,"53,51,72,778",8453,Silent
Antigua and Barbuda,1993,male,75+ years,0, 896 ,Antigua and Barbuda1993,"53,51,72,778",8453,G.I. Generation
Antigua and Barbuda,1994,female,15-24 years,0," 6,083 ",Antigua and Barbuda1994,"58,94,29,593",9062,Generation X
Antigua and Barbuda,1994,female,25-34 years,0," 7,151 ",Antigua and Barbuda1994,"58,94,29,593",9062,Boomers
Antigua and Barbuda,1994,female,35-54 years,0," 7,357 ",Antigua and Barbuda1994,"58,94,29,593",9062,Boomers
Antigua and Barbuda,1994,female,5-14 years,0," 7,722 ",Antigua and Barbuda1994,"58,94,29,593",9062,Millenials
Antigua and Barbuda,1994,female,55-74 years,0," 3,715 ",Antigua and Barbuda1994,"58,94,29,593",9062,Silent
Antigua and Barbuda,1994,female,75+ years,0," 1,437 ",Antigua and Barbuda1994,"58,94,29,593",9062,G.I. Generation
Antigua and Barbuda,1994,male,15-24 years,0," 5,976 ",Antigua and Barbuda1994,"58,94,29,593",9062,Generation X
Antigua and Barbuda,1994,male,25-34 years,0," 6,886 ",Antigua and Barbuda1994,"58,94,29,593",9062,Boomers
Antigua and Barbuda,1994,male,35-54 years,0," 7,359 ",Antigua and Barbuda1994,"58,94,29,593",9062,Boomers
Antigua and Barbuda,1994,male,5-14 years,0," 7,494 ",Antigua and Barbuda1994,"58,94,29,593",9062,Millenials
Antigua and Barbuda,1994,male,55-74 years,0," 2,935 ",Antigua and Barbuda1994,"58,94,29,593",9062,Silent
Antigua and Barbuda,1994,male,75+ years,0, 929 ,Antigua and Barbuda1994,"58,94,29,593",9062,G.I. Generation
Antigua and Barbuda,1995,female,15-24 years,0," 6,099 ",Antigua and Barbuda1995,"57,72,80,741",8636,Generation X
Antigua and Barbuda,1995,female,25-34 years,0," 7,333 ",Antigua and Barbuda1995,"57,72,80,741",8636,Generation X
Antigua and Barbuda,1995,female,35-54 years,0," 7,851 ",Antigua and Barbuda1995,"57,72,80,741",8636,Boomers
Antigua and Barbuda,1995,female,5-14 years,0," 7,885 ",Antigua and Barbuda1995,"57,72,80,741",8636,Millenials
Antigua and Barbuda,1995,female,55-74 years,0," 3,808 ",Antigua and Barbuda1995,"57,72,80,741",8636,Silent
Antigua and Barbuda,1995,female,75+ years,0," 1,488 ",Antigua and Barbuda1995,"57,72,80,741",8636,G.I. Generation
Antigua and Barbuda,1995,male,15-24 years,0," 5,953 ",Antigua and Barbuda1995,"57,72,80,741",8636,Generation X
Antigua and Barbuda,1995,male,25-34 years,0," 7,023 ",Antigua and Barbuda1995,"57,72,80,741",8636,Generation X
Antigua and Barbuda,1995,male,35-54 years,0," 7,809 ",Antigua and Barbuda1995,"57,72,80,741",8636,Boomers
Antigua and Barbuda,1995,male,5-14 years,0," 7,632 ",Antigua and Barbuda1995,"57,72,80,741",8636,Millenials
Antigua and Barbuda,1995,male,55-74 years,0," 3,021 ",Antigua and Barbuda1995,"57,72,80,741",8636,Silent
Antigua and Barbuda,1995,male,75+ years,0, 944 ,Antigua and Barbuda1995,"57,72,80,741",8636,G.I. Generation
Antigua and Barbuda,1998,female,15-24 years,0," 6,529 ",Antigua and Barbuda1998,"72,78,60,593",10078,Generation X
Antigua and Barbuda,1998,female,25-34 years,0," 8,332 ",Antigua and Barbuda1998,"72,78,60,593",10078,Generation X
Antigua and Barbuda,1998,female,35-54 years,0," 9,615 ",Antigua and Barbuda1998,"72,78,60,593",10078,Boomers
Antigua and Barbuda,1998,female,5-14 years,0," 8,183 ",Antigua and Barbuda1998,"72,78,60,593",10078,Millenials
Antigua and Barbuda,1998,female,55-74 years,0," 3,921 ",Antigua and Barbuda1998,"72,78,60,593",10078,Silent
Antigua and Barbuda,1998,female,75+ years,0," 1,476 ",Antigua and Barbuda1998,"72,78,60,593",10078,G.I. Generation
Antigua and Barbuda,1998,male,15-24 years,0," 5,916 ",Antigua and Barbuda1998,"72,78,60,593",10078,Generation X
Antigua and Barbuda,1998,male,25-34 years,0," 7,294 ",Antigua and Barbuda1998,"72,78,60,593",10078,Generation X
Antigua and Barbuda,1998,male,35-54 years,0," 9,086 ",Antigua and Barbuda1998,"72,78,60,593",10078,Boomers
Antigua and Barbuda,1998,male,5-14 years,0," 7,706 ",Antigua and Barbuda1998,"72,78,60,593",10078,Millenials
Antigua and Barbuda,1998,male,55-74 years,0," 3,213 ",Antigua and Barbuda1998,"72,78,60,593",10078,Silent
Antigua and Barbuda,1998,male,75+ years,0, 954 ,Antigua and Barbuda1998,"72,78,60,593",10078,G.I. Generation
Antigua and Barbuda,1999,female,15-24 years,0," 6,589 ",Antigua and Barbuda1999,"76,61,98,926",10378,Generation X
Antigua and Barbuda,1999,female,25-34 years,0," 8,526 ",Antigua and Barbuda1999,"76,61,98,926",10378,Generation X
Antigua and Barbuda,1999,female,35-54 years,0," 10,311 ",Antigua and Barbuda1999,"76,61,98,926",10378,Boomers
Antigua and Barbuda,1999,female,5-14 years,0," 8,314 ",Antigua and Barbuda1999,"76,61,98,926",10378,Millenials
Antigua and Barbuda,1999,female,55-74 years,0," 3,968 ",Antigua and Barbuda1999,"76,61,98,926",10378,Silent
Antigua and Barbuda,1999,female,75+ years,0," 1,451 ",Antigua and Barbuda1999,"76,61,98,926",10378,G.I. Generation
Antigua and Barbuda,1999,male,15-24 years,0," 5,845 ",Antigua and Barbuda1999,"76,61,98,926",10378,Generation X
Antigua and Barbuda,1999,male,25-34 years,0," 7,263 ",Antigua and Barbuda1999,"76,61,98,926",10378,Generation X
Antigua and Barbuda,1999,male,35-54 years,0," 9,537 ",Antigua and Barbuda1999,"76,61,98,926",10378,Boomers
Antigua and Barbuda,1999,male,5-14 years,0," 7,805 ",Antigua and Barbuda1999,"76,61,98,926",10378,Millenials
Antigua and Barbuda,1999,male,55-74 years,0," 3,276 ",Antigua and Barbuda1999,"76,61,98,926",10378,Silent
Antigua and Barbuda,1999,male,75+ years,0, 947 ,Antigua and Barbuda1999,"76,61,98,926",10378,G.I. Generation
Antigua and Barbuda,2000,male,55-74 years,1," 3,333 ",Antigua and Barbuda2000,"83,01,58,778",11021,Silent
Antigua and Barbuda,2000,male,35-54 years,1," 10,033 ",Antigua and Barbuda2000,"83,01,58,778",11021,Boomers
Antigua and Barbuda,2000,female,15-24 years,0," 6,616 ",Antigua and Barbuda2000,"83,01,58,778",11021,Generation X
Antigua and Barbuda,2000,female,25-34 years,0," 8,595 ",Antigua and Barbuda2000,"83,01,58,778",11021,Generation X
Antigua and Barbuda,2000,female,35-54 years,0," 11,040 ",Antigua and Barbuda2000,"83,01,58,778",11021,Boomers
Antigua and Barbuda,2000,female,5-14 years,0," 8,439 ",Antigua and Barbuda2000,"83,01,58,778",11021,Millenials
Antigua and Barbuda,2000,female,55-74 years,0," 3,986 ",Antigua and Barbuda2000,"83,01,58,778",11021,Silent
Antigua and Barbuda,2000,female,75+ years,0," 1,413 ",Antigua and Barbuda2000,"83,01,58,778",11021,G.I. Generation
Antigua and Barbuda,2000,male,15-24 years,0," 5,783 ",Antigua and Barbuda2000,"83,01,58,778",11021,Generation X
Antigua and Barbuda,2000,male,25-34 years,0," 7,177 ",Antigua and Barbuda2000,"83,01,58,778",11021,Generation X
Antigua and Barbuda,2000,male,5-14 years,0," 7,973 ",Antigua and Barbuda2000,"83,01,58,778",11021,Millenials
Antigua and Barbuda,2000,male,75+ years,0, 938 ,Antigua and Barbuda2000,"83,01,58,778",11021,G.I. Generation
Antigua and Barbuda,2001,male,35-54 years,2," 10,281 ",Antigua and Barbuda2001,"80,07,40,259",10468,Boomers
Antigua and Barbuda,2001,female,15-24 years,0," 6,902 ",Antigua and Barbuda2001,"80,07,40,259",10468,Millenials
Antigua and Barbuda,2001,female,25-34 years,0," 8,425 ",Antigua and Barbuda2001,"80,07,40,259",10468,Generation X
Antigua and Barbuda,2001,female,35-54 years,0," 11,402 ",Antigua and Barbuda2001,"80,07,40,259",10468,Boomers
Antigua and Barbuda,2001,female,5-14 years,0," 8,428 ",Antigua and Barbuda2001,"80,07,40,259",10468,Millenials
Antigua and Barbuda,2001,female,55-74 years,0," 4,037 ",Antigua and Barbuda2001,"80,07,40,259",10468,Silent
Antigua and Barbuda,2001,female,75+ years,0," 1,487 ",Antigua and Barbuda2001,"80,07,40,259",10468,Silent
Antigua and Barbuda,2001,male,15-24 years,0," 6,084 ",Antigua and Barbuda2001,"80,07,40,259",10468,Millenials
Antigua and Barbuda,2001,male,25-34 years,0," 7,071 ",Antigua and Barbuda2001,"80,07,40,259",10468,Generation X
Antigua and Barbuda,2001,male,5-14 years,0," 7,958 ",Antigua and Barbuda2001,"80,07,40,259",10468,Millenials
Antigua and Barbuda,2001,male,55-74 years,0," 3,442 ",Antigua and Barbuda2001,"80,07,40,259",10468,Silent
Antigua and Barbuda,2001,male,75+ years,0, 980 ,Antigua and Barbuda2001,"80,07,40,259",10468,Silent
Antigua and Barbuda,2002,female,15-24 years,0," 7,196 ",Antigua and Barbuda2002,"81,46,15,333",10499,Millenials
Antigua and Barbuda,2002,female,25-34 years,0," 8,155 ",Antigua and Barbuda2002,"81,46,15,333",10499,Generation X
Antigua and Barbuda,2002,female,35-54 years,0," 11,760 ",Antigua and Barbuda2002,"81,46,15,333",10499,Boomers
Antigua and Barbuda,2002,female,5-14 years,0," 8,408 ",Antigua and Barbuda2002,"81,46,15,333",10499,Millenials
Antigua and Barbuda,2002,female,55-74 years,0," 4,050 ",Antigua and Barbuda2002,"81,46,15,333",10499,Silent
Antigua and Barbuda,2002,female,75+ years,0," 1,547 ",Antigua and Barbuda2002,"81,46,15,333",10499,Silent
Antigua and Barbuda,2002,male,15-24 years,0," 6,416 ",Antigua and Barbuda2002,"81,46,15,333",10499,Millenials
Antigua and Barbuda,2002,male,25-34 years,0," 6,921 ",Antigua and Barbuda2002,"81,46,15,333",10499,Generation X
Antigua and Barbuda,2002,male,35-54 years,0," 10,604 ",Antigua and Barbuda2002,"81,46,15,333",10499,Boomers
Antigua and Barbuda,2002,male,5-14 years,0," 7,980 ",Antigua and Barbuda2002,"81,46,15,333",10499,Millenials
Antigua and Barbuda,2002,male,55-74 years,0," 3,527 ",Antigua and Barbuda2002,"81,46,15,333",10499,Silent
